periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2015;2015;La Plata;Total de hechos de robos;2923;;;;;;;;;
1/1/2016;2016;La Plata;Total de hechos de hurtos;3263;;;;;;;;;
1/1/2016;2016;La Plata;Total de hechos de robos;3986;;;;;;;;;
1/1/2017;2017;La Plata;Total de hechos de hurtos;3221;;;;;;;;;
1/1/2017;2017;La Plata;Total de hechos de robos;5033;;;;;;;;;
1/1/2018;2018;La Plata;Total de hechos de hurtos;4357;;;;;;;;;
1/1/2018;2018;La Plata;Total de hechos de robos;5452;;;;;;;;;
1/1/2019;2019;La Plata;Total de hechos de hurtos;5163;;;;;;;;;
1/1/2019;2019;La Plata;Total de hechos de robos;6287;;;;;;;;;
1/1/2020;2020;La Plata;Total de hechos de hurtos;2953;;;;;;;;;
1/1/2020;2020;La Plata;Total de hechos de robos;4117;;;;;;;;;
1/1/2021;2021;La Plata;Total de hechos de hurtos;3746;;;;;;;;;
1/1/2021;2021;La Plata;Total de hechos de robos;5215;;;;;;;;;
1/1/2014;2014;Lanús;Total de hechos de hurtos;1451;;;;;;;;;
1/1/2014;2014;Lanús;Total de hechos de robos;3225;;;;;;;;;
1/1/2015;2015;Lanús;Total de hechos de hurtos;1313;;;;;;;;;
1/1/2015;2015;Lanús;Total de hechos de robos;3135;;;;;;;;;
1/1/2016;2016;Lanús;Total de hechos de hurtos;1331;;;;;;;;;
1/1/2016;2016;Lanús;Total de hechos de robos;3115;;;;;;;;;
1/1/2017;2017;Lanús;Total de hechos de hurtos;1562;;;;;;;;;
1/1/2017;2017;Lanús;Total de hechos de robos;2899;;;;;;;;;
1/1/2018;2018;Lanús;Total de hechos de hurtos;2456;;;;;;;;;
1/1/2018;2018;Lanús;Total de hechos de robos;4575;;;;;;;;;
1/1/2019;2019;Lanús;Total de hechos de hurtos;2573;;;;;;;;;
1/1/2019;2019;Lanús;Total de hechos de robos;5007;;;;;;;;;
1/1/2020;2020;Lanús;Total de hechos de hurtos;1654;;;;;;;;;
1/1/2020;2020;Lanús;Total de hechos de robos;3813;;;;;;;;;
1/1/2021;2021;Lanús;Total de hechos de hurtos;1917;;;;;;;;;
1/1/2021;2021;Lanús;Total de hechos de robos;3497;;;;;;;;;
1/1/2014;2014;Laprida;Total de hechos de hurtos;81;;;;;;;;;
1/1/2014;2014;Laprida;Total de hechos de robos;20;;;;;;;;;
1/1/2015;2015;Laprida;Total de hechos de hurtos;54;;;;;;;;;
1/1/2015;2015;Laprida;Total de hechos de robos;10;;;;;;;;;
1/1/2016;2016;Laprida;Total de hechos de hurtos;29;;;;;;;;;
1/1/2016;2016;Laprida;Total de hechos de robos;27;;;;;;;;;
1/1/2017;2017;Laprida;Total de hechos de hurtos;54;;;;;;;;;
1/1/2017;2017;Laprida;Total de hechos de robos;20;;;;;;;;;
1/1/2018;2018;Laprida;Total de hechos de hurtos;35;;;;;;;;;
1/1/2018;2018;Laprida;Total de hechos de robos;10;;;;;;;;;
1/1/2019;2019;Laprida;Total de hechos de hurtos;40;;;;;;;;;
1/1/2019;2019;Laprida;Total de hechos de robos;9;;;;;;;;;
1/1/2020;2020;Laprida;Total de hechos de hurtos;63;;;;;;;;;
1/1/2020;2020;Laprida;Total de hechos de robos;11;;;;;;;;;
1/1/2021;2021;Laprida;Total de hechos de hurtos;52;;;;;;;;;
1/1/2021;2021;Laprida;Total de hechos de robos;12;;;;;;;;;
1/1/2014;2014;Las Flores;Total de hechos de hurtos;64;;;;;;;;;
1/1/2014;2014;Las Flores;Total de hechos de robos;32;;;;;;;;;
1/1/2015;2015;Las Flores;Total de hechos de hurtos;50;;;;;;;;;
1/1/2015;2015;Las Flores;Total de hechos de robos;22;;;;;;;;;
1/1/2016;2016;Las Flores;Total de hechos de hurtos;37;;;;;;;;;
1/1/2016;2016;Las Flores;Total de hechos de robos;19;;;;;;;;;
1/1/2017;2017;Las Flores;Total de hechos de hurtos;28;;;;;;;;;
1/1/2017;2017;Las Flores;Total de hechos de robos;11;;;;;;;;;
1/1/2018;2018;Las Flores;Total de hechos de hurtos;42;;;;;;;;;
1/1/2018;2018;Las Flores;Total de hechos de robos;10;;;;;;;;;
1/1/2019;2019;Las Flores;Total de hechos de hurtos;132;;;;;;;;;
1/1/2019;2019;Las Flores;Total de hechos de robos;43;;;;;;;;;
1/1/2020;2020;Las Flores;Total de hechos de hurtos;67;;;;;;;;;
1/1/2020;2020;Las Flores;Total de hechos de robos;18;;;;;;;;;
1/1/2021;2021;Las Flores;Total de hechos de hurtos;28;;;;;;;;;
1/1/2021;2021;Las Flores;Total de hechos de robos;17;;;;;;;;;
1/1/2014;2014;Leandro N. Alem;Total de hechos de hurtos;17;;;;;;;;;
1/1/2014;2014;Leandro N. Alem;Total de hechos de robos;14;;;;;;;;;
1/1/2015;2015;Leandro N. Alem;Total de hechos de hurtos;8;;;;;;;;;
1/1/2015;2015;Leandro N. Alem;Total de hechos de robos;6;;;;;;;;;
1/1/2016;2016;Leandro N. Alem;Total de hechos de hurtos;20;;;;;;;;;
1/1/2016;2016;Leandro N. Alem;Total de hechos de robos;15;;;;;;;;;
1/1/2017;2017;Leandro N. Alem;Total de hechos de hurtos;13;;;;;;;;;
1/1/2017;2017;Leandro N. Alem;Total de hechos de robos;14;;;;;;;;;
1/1/2018;2018;Leandro N. Alem;Total de hechos de hurtos;15;;;;;;;;;
1/1/2018;2018;Leandro N. Alem;Total de hechos de robos;4;;;;;;;;;
1/1/2019;2019;Leandro N. Alem;Total de hechos de hurtos;18;;;;;;;;;
1/1/2019;2019;Leandro N. Alem;Total de hechos de robos;6;;;;;;;;;
1/1/2020;2020;Leandro N. Alem;Total de hechos de hurtos;11;;;;;;;;;
1/1/2020;2020;Leandro N. Alem;Total de hechos de robos;2;;;;;;;;;
1/1/2021;2021;Leandro N. Alem;Total de hechos de hurtos;31;;;;;;;;;
1/1/2021;2021;Leandro N. Alem;Total de hechos de robos;6;;;;;;;;;
1/1/2014;2014;Lezama;Total de hechos de hurtos;7;;;;;;;;;
1/1/2014;2014;Lezama;Total de hechos de robos;2;;;;;;;;;
1/1/2015;2015;Lezama;Total de hechos de hurtos;4;;;;;;;;;
1/1/2015;2015;Lezama;Total de hechos de robos;4;;;;;;;;;
1/1/2016;2016;Lezama;Total de hechos de hurtos;15;;;;;;;;;
1/1/2016;2016;Lezama;Total de hechos de robos;1;;;;;;;;;
1/1/2017;2017;Lezama;Total de hechos de hurtos;14;;;;;;;;;
1/1/2017;2017;Lezama;Total de hechos de robos;3;;;;;;;;;
1/1/2018;2018;Lezama;Total de hechos de hurtos;21;;;;;;;;;
1/1/2018;2018;Lezama;Total de hechos de robos;-;;;;;;;;;
1/1/2019;2019;Lezama;Total de hechos de hurtos;35;;;;;;;;;
1/1/2019;2019;Lezama;Total de hechos de robos;5;;;;;;;;;
1/1/2020;2020;Lezama;Total de hechos de hurtos;11;;;;;;;;;
1/1/2020;2020;Lezama;Total de hechos de robos;1;;;;;;;;;
1/1/2021;2021;Lezama;Total de hechos de hurtos;7;;;;;;;;;
1/1/2021;2021;Lezama;Total de hechos de robos;3;;;;;;;;;
1/1/2014;2014;Lincoln;Total de hechos de hurtos;178;;;;;;;;;
1/1/2014;2014;Lincoln;Total de hechos de robos;94;;;;;;;;;
1/1/2015;2015;Lincoln;Total de hechos de hurtos;164;;;;;;;;;
1/1/2015;2015;Lincoln;Total de hechos de robos;79;;;;;;;;;
1/1/2016;2016;Lincoln;Total de hechos de hurtos;111;;;;;;;;;
1/1/2016;2016;Lincoln;Total de hechos de robos;63;;;;;;;;;
1/1/2017;2017;Lincoln;Total de hechos de hurtos;98;;;;;;;;;
1/1/2017;2017;Lincoln;Total de hechos de robos;44;;;;;;;;;
1/1/2018;2018;Lincoln;Total de hechos de hurtos;144;;;;;;;;;
1/1/2018;2018;Lincoln;Total de hechos de robos;67;;;;;;;;;
1/1/2019;2019;Lincoln;Total de hechos de hurtos;156;;;;;;;;;
1/1/2019;2019;Lincoln;Total de hechos de robos;89;;;;;;;;;
1/1/2020;2020;Lincoln;Total de hechos de hurtos;74;;;;;;;;;
1/1/2020;2020;Lincoln;Total de hechos de robos;40;;;;;;;;;
1/1/2021;2021;Lincoln;Total de hechos de hurtos;61;;;;;;;;;
1/1/2021;2021;Lincoln;Total de hechos de robos;32;;;;;;;;;
1/1/2014;2014;Lobería;Total de hechos de hurtos;99;;;;;;;;;
1/1/2014;2014;Lobería;Total de hechos de robos;60;;;;;;;;;
1/1/2015;2015;Lobería;Total de hechos de hurtos;75;;;;;;;;;
1/1/2015;2015;Lobería;Total de hechos de robos;52;;;;;;;;;
1/1/2016;2016;Lobería;Total de hechos de hurtos;86;;;;;;;;;
1/1/2016;2016;Lobería;Total de hechos de robos;56;;;;;;;;;
1/1/2017;2017;Lobería;Total de hechos de hurtos;98;;;;;;;;;
1/1/2017;2017;Lobería;Total de hechos de robos;40;;;;;;;;;
1/1/2018;2018;Lobería;Total de hechos de hurtos;83;;;;;;;;;
1/1/2018;2018;Lobería;Total de hechos de robos;32;;;;;;;;;
1/1/2019;2019;Lobería;Total de hechos de hurtos;89;;;;;;;;;
1/1/2019;2019;Lobería;Total de hechos de robos;27;;;;;;;;;
1/1/2020;2020;Lobería;Total de hechos de hurtos;73;;;;;;;;;
1/1/2020;2020;Lobería;Total de hechos de robos;20;;;;;;;;;
1/1/2021;2021;Lobería;Total de hechos de hurtos;102;;;;;;;;;
1/1/2021;2021;Lobería;Total de hechos de robos;28;;;;;;;;;
1/1/2014;2014;Lobos;Total de hechos de hurtos;135;;;;;;;;;
1/1/2014;2014;Lobos;Total de hechos de robos;177;;;;;;;;;
1/1/2015;2015;Lobos;Total de hechos de hurtos;69;;;;;;;;;
1/1/2015;2015;Lobos;Total de hechos de robos;98;;;;;;;;;
1/1/2016;2016;Lobos;Total de hechos de hurtos;92;;;;;;;;;
1/1/2016;2016;Lobos;Total de hechos de robos;84;;;;;;;;;
1/1/2017;2017;Lobos;Total de hechos de hurtos;57;;;;;;;;;
1/1/2017;2017;Lobos;Total de hechos de robos;54;;;;;;;;;
1/1/2018;2018;Lobos;Total de hechos de hurtos;71;;;;;;;;;
1/1/2018;2018;Lobos;Total de hechos de robos;40;;;;;;;;;
1/1/2019;2019;Lobos;Total de hechos de hurtos;176;;;;;;;;;
1/1/2019;2019;Lobos;Total de hechos de robos;85;;;;;;;;;
1/1/2020;2020;Lobos;Total de hechos de hurtos;231;;;;;;;;;
1/1/2020;2020;Lobos;Total de hechos de robos;112;;;;;;;;;
1/1/2021;2021;Lobos;Total de hechos de hurtos;137;;;;;;;;;
1/1/2021;2021;Lobos;Total de hechos de robos;85;;;;;;;;;
1/1/2014;2014;Lomas de Zamora;Total de hechos de hurtos;1783;;;;;;;;;
1/1/2014;2014;Lomas de Zamora;Total de hechos de robos;4520;;;;;;;;;
1/1/2015;2015;Lomas de Zamora;Total de hechos de hurtos;1582;;;;;;;;;
1/1/2015;2015;Lomas de Zamora;Total de hechos de robos;4792;;;;;;;;;
1/1/2016;2016;Lomas de Zamora;Total de hechos de hurtos;1756;;;;;;;;;
1/1/2016;2016;Lomas de Zamora;Total de hechos de robos;4507;;;;;;;;;
1/1/2017;2017;Lomas de Zamora;Total de hechos de hurtos;1761;;;;;;;;;
1/1/2017;2017;Lomas de Zamora;Total de hechos de robos;4138;;;;;;;;;
1/1/2018;2018;Lomas de Zamora;Total de hechos de hurtos;2865;;;;;;;;;
1/1/2018;2018;Lomas de Zamora;Total de hechos de robos;5250;;;;;;;;;
1/1/2019;2019;Lomas de Zamora;Total de hechos de hurtos;4219;;;;;;;;;
1/1/2019;2019;Lomas de Zamora;Total de hechos de robos;7001;;;;;;;;;
1/1/2020;2020;Lomas de Zamora;Total de hechos de hurtos;2357;;;;;;;;;
1/1/2020;2020;Lomas de Zamora;Total de hechos de robos;5402;;;;;;;;;
1/1/2021;2021;Lomas de Zamora;Total de hechos de hurtos;2664;;;;;;;;;
1/1/2021;2021;Lomas de Zamora;Total de hechos de robos;5464;;;;;;;;;
1/1/2014;2014;Luján;Total de hechos de hurtos;309;;;;;;;;;
1/1/2014;2014;Luján;Total de hechos de robos;419;;;;;;;;;
1/1/2015;2015;Luján;Total de hechos de hurtos;246;;;;;;;;;
1/1/2015;2015;Luján;Total de hechos de robos;387;;;;;;;;;
1/1/2016;2016;Luján;Total de hechos de hurtos;306;;;;;;;;;
1/1/2016;2016;Luján;Total de hechos de robos;287;;;;;;;;;
1/1/2017;2017;Luján;Total de hechos de hurtos;299;;;;;;;;;
1/1/2017;2017;Luján;Total de hechos de robos;275;;;;;;;;;
1/1/2018;2018;Luján;Total de hechos de hurtos;329;;;;;;;;;
1/1/2018;2018;Luján;Total de hechos de robos;247;;;;;;;;;
1/1/2019;2019;Luján;Total de hechos de hurtos;525;;;;;;;;;
1/1/2019;2019;Luján;Total de hechos de robos;640;;;;;;;;;
1/1/2020;2020;Luján;Total de hechos de hurtos;389;;;;;;;;;
1/1/2020;2020;Luján;Total de hechos de robos;581;;;;;;;;;
1/1/2021;2021;Luján;Total de hechos de hurtos;417;;;;;;;;;
1/1/2021;2021;Luján;Total de hechos de robos;756;;;;;;;;;
1/1/2014;2014;Magdalena;Total de hechos de hurtos;62;;;;;;;;;
1/1/2014;2014;Magdalena;Total de hechos de robos;36;;;;;;;;;
1/1/2015;2015;Magdalena;Total de hechos de hurtos;26;;;;;;;;;
1/1/2015;2015;Magdalena;Total de hechos de robos;12;;;;;;;;;
1/1/2016;2016;Magdalena;Total de hechos de hurtos;63;;;;;;;;;
1/1/2016;2016;Magdalena;Total de hechos de robos;22;;;;;;;;;
1/1/2017;2017;Magdalena;Total de hechos de hurtos;50;;;;;;;;;
1/1/2017;2017;Magdalena;Total de hechos de robos;28;;;;;;;;;
1/1/2018;2018;Magdalena;Total de hechos de hurtos;30;;;;;;;;;
1/1/2018;2018;Magdalena;Total de hechos de robos;27;;;;;;;;;
1/1/2019;2019;Magdalena;Total de hechos de hurtos;62;;;;;;;;;
1/1/2019;2019;Magdalena;Total de hechos de robos;29;;;;;;;;;
1/1/2020;2020;Magdalena;Total de hechos de hurtos;37;;;;;;;;;
1/1/2020;2020;Magdalena;Total de hechos de robos;41;;;;;;;;;
1/1/2021;2021;Magdalena;Total de hechos de hurtos;73;;;;;;;;;
1/1/2021;2021;Magdalena;Total de hechos de robos;35;;;;;;;;;
1/1/2014;2014;Maipú;Total de hechos de hurtos;29;;;;;;;;;
1/1/2014;2014;Maipú;Total de hechos de robos;22;;;;;;;;;
1/1/2015;2015;Maipú;Total de hechos de hurtos;10;;;;;;;;;
1/1/2015;2015;Maipú;Total de hechos de robos;17;;;;;;;;;
1/1/2016;2016;Maipú;Total de hechos de hurtos;12;;;;;;;;;
1/1/2016;2016;Maipú;Total de hechos de robos;18;;;;;;;;;
1/1/2017;2017;Maipú;Total de hechos de hurtos;18;;;;;;;;;
1/1/2017;2017;Maipú;Total de hechos de robos;5;;;;;;;;;
1/1/2018;2018;Maipú;Total de hechos de hurtos;13;;;;;;;;;
1/1/2018;2018;Maipú;Total de hechos de robos;7;;;;;;;;;
1/1/2019;2019;Maipú;Total de hechos de hurtos;16;;;;;;;;;
1/1/2019;2019;Maipú;Total de hechos de robos;3;;;;;;;;;
1/1/2020;2020;Maipú;Total de hechos de hurtos;33;;;;;;;;;
1/1/2020;2020;Maipú;Total de hechos de robos;8;;;;;;;;;
1/1/2021;2021;Maipú;Total de hechos de hurtos;26;;;;;;;;;
1/1/2021;2021;Maipú;Total de hechos de robos;8;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de hechos de hurtos;950;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de hechos de robos;1469;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de hechos de hurtos;1161;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de hechos de robos;1736;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de hechos de hurtos;987;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de hechos de robos;1365;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de hechos de hurtos;956;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de hechos de robos;1293;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de hechos de hurtos;1220;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de hechos de robos;1692;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de hechos de hurtos;2035;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de hechos de robos;2894;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de hechos de hurtos;1171;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de hechos de robos;1873;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de hechos de hurtos;991;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de hechos de robos;1679;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de hechos de hurtos;65;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de hechos de robos;62;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de hechos de hurtos;53;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de hechos de robos;76;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de hechos de hurtos;55;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de hechos de robos;50;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de hechos de hurtos;50;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de hechos de robos;45;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de hechos de hurtos;42;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de hechos de robos;54;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de hechos de hurtos;103;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de hechos de robos;198;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de hechos de hurtos;156;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de hechos de robos;149;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de hechos de hurtos;103;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de hechos de robos;107;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de hechos de hurtos;167;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de hechos de robos;354;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de hechos de hurtos;151;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de hechos de robos;234;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de hechos de hurtos;177;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de hechos de robos;303;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de hechos de hurtos;223;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de hechos de robos;293;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de hechos de hurtos;150;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de hechos de robos;273;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de hechos de hurtos;414;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de hechos de robos;543;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de hechos de hurtos;242;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de hechos de robos;415;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de hechos de hurtos;236;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de hechos de robos;451;;;;;;;;;
1/1/2014;2014;Mercedes;Total de hechos de hurtos;217;;;;;;;;;
1/1/2014;2014;Mercedes;Total de hechos de robos;156;;;;;;;;;
1/1/2015;2015;Mercedes;Total de hechos de hurtos;236;;;;;;;;;
1/1/2015;2015;Mercedes;Total de hechos de robos;102;;;;;;;;;
1/1/2016;2016;Mercedes;Total de hechos de hurtos;151;;;;;;;;;
1/1/2016;2016;Mercedes;Total de hechos de robos;86;;;;;;;;;
1/1/2017;2017;Mercedes;Total de hechos de hurtos;62;;;;;;;;;
1/1/2017;2017;Mercedes;Total de hechos de robos;49;;;;;;;;;
1/1/2018;2018;Mercedes;Total de hechos de hurtos;45;;;;;;;;;
1/1/2018;2018;Mercedes;Total de hechos de robos;34;;;;;;;;;
1/1/2019;2019;Mercedes;Total de hechos de hurtos;178;;;;;;;;;
1/1/2019;2019;Mercedes;Total de hechos de robos;136;;;;;;;;;
1/1/2020;2020;Mercedes;Total de hechos de hurtos;229;;;;;;;;;
1/1/2020;2020;Mercedes;Total de hechos de robos;135;;;;;;;;;
1/1/2021;2021;Mercedes;Total de hechos de hurtos;262;;;;;;;;;
1/1/2021;2021;Mercedes;Total de hechos de robos;185;;;;;;;;;
1/1/2014;2014;Merlo;Total de hechos de hurtos;1073;;;;;;;;;
1/1/2014;2014;Merlo;Total de hechos de robos;2310;;;;;;;;;
1/1/2015;2015;Merlo;Total de hechos de hurtos;1090;;;;;;;;;
1/1/2015;2015;Merlo;Total de hechos de robos;2016;;;;;;;;;
1/1/2016;2016;Merlo;Total de hechos de hurtos;1154;;;;;;;;;
1/1/2016;2016;Merlo;Total de hechos de robos;1935;;;;;;;;;
1/1/2017;2017;Merlo;Total de hechos de hurtos;1066;;;;;;;;;
1/1/2017;2017;Merlo;Total de hechos de robos;1916;;;;;;;;;
1/1/2018;2018;Merlo;Total de hechos de hurtos;1367;;;;;;;;;
1/1/2018;2018;Merlo;Total de hechos de robos;2748;;;;;;;;;
1/1/2019;2019;Merlo;Total de hechos de hurtos;2541;;;;;;;;;
1/1/2019;2019;Merlo;Total de hechos de robos;5084;;;;;;;;;
1/1/2020;2020;Merlo;Total de hechos de hurtos;1662;;;;;;;;;
1/1/2020;2020;Merlo;Total de hechos de robos;3947;;;;;;;;;
1/1/2021;2021;Merlo;Total de hechos de hurtos;1274;;;;;;;;;
1/1/2021;2021;Merlo;Total de hechos de robos;3036;;;;;;;;;
1/1/2014;2014;Monte;Total de hechos de hurtos;51;;;;;;;;;
1/1/2014;2014;Monte;Total de hechos de robos;56;;;;;;;;;
1/1/2015;2015;Monte;Total de hechos de hurtos;55;;;;;;;;;
1/1/2015;2015;Monte;Total de hechos de robos;41;;;;;;;;;
1/1/2016;2016;Monte;Total de hechos de hurtos;66;;;;;;;;;
1/1/2016;2016;Monte;Total de hechos de robos;44;;;;;;;;;
1/1/2017;2017;Monte;Total de hechos de hurtos;19;;;;;;;;;
1/1/2017;2017;Monte;Total de hechos de robos;25;;;;;;;;;
1/1/2018;2018;Monte;Total de hechos de hurtos;29;;;;;;;;;
1/1/2018;2018;Monte;Total de hechos de robos;10;;;;;;;;;
1/1/2019;2019;Monte;Total de hechos de hurtos;132;;;;;;;;;
1/1/2019;2019;Monte;Total de hechos de robos;107;;;;;;;;;
1/1/2020;2020;Monte;Total de hechos de hurtos;92;;;;;;;;;
1/1/2020;2020;Monte;Total de hechos de robos;111;;;;;;;;;
1/1/2021;2021;Monte;Total de hechos de hurtos;97;;;;;;;;;
1/1/2021;2021;Monte;Total de hechos de robos;96;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de hechos de hurtos;44;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de hechos de robos;52;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de hechos de hurtos;62;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de hechos de robos;88;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de hechos de hurtos;86;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de hechos de robos;101;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de hechos de hurtos;71;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de hechos de robos;67;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de hechos de hurtos;92;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de hechos de robos;103;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de hechos de hurtos;76;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de hechos de robos;82;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de hechos de hurtos;108;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de hechos de robos;90;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de hechos de hurtos;83;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de hechos de robos;43;;;;;;;;;
1/1/2014;2014;Morón;Total de hechos de hurtos;1880;;;;;;;;;
1/1/2014;2014;Morón;Total de hechos de robos;3631;;;;;;;;;
1/1/2015;2015;Morón;Total de hechos de hurtos;1686;;;;;;;;;
1/1/2015;2015;Morón;Total de hechos de robos;2876;;;;;;;;;
1/1/2016;2016;Morón;Total de hechos de hurtos;1648;;;;;;;;;
1/1/2016;2016;Morón;Total de hechos de robos;2817;;;;;;;;;
1/1/2017;2017;Morón;Total de hechos de hurtos;1488;;;;;;;;;
1/1/2017;2017;Morón;Total de hechos de robos;2717;;;;;;;;;
1/1/2018;2018;Morón;Total de hechos de hurtos;2201;;;;;;;;;
1/1/2018;2018;Morón;Total de hechos de robos;3356;;;;;;;;;
1/1/2019;2019;Morón;Total de hechos de hurtos;3042;;;;;;;;;
1/1/2019;2019;Morón;Total de hechos de robos;5426;;;;;;;;;
1/1/2020;2020;Morón;Total de hechos de hurtos;2345;;;;;;;;;
1/1/2020;2020;Morón;Total de hechos de robos;3577;;;;;;;;;
1/1/2021;2021;Morón;Total de hechos de hurtos;2381;;;;;;;;;
1/1/2021;2021;Morón;Total de hechos de robos;3663;;;;;;;;;
1/1/2014;2014;Moreno;Total de hechos de hurtos;1408;;;;;;;;;
1/1/2014;2014;Moreno;Total de hechos de robos;3209;;;;;;;;;
1/1/2015;2015;Moreno;Total de hechos de hurtos;1655;;;;;;;;;
1/1/2015;2015;Moreno;Total de hechos de robos;3059;;;;;;;;;
1/1/2016;2016;Moreno;Total de hechos de hurtos;1676;;;;;;;;;
1/1/2016;2016;Moreno;Total de hechos de robos;3393;;;;;;;;;
1/1/2017;2017;Moreno;Total de hechos de hurtos;1450;;;;;;;;;
1/1/2017;2017;Moreno;Total de hechos de robos;3522;;;;;;;;;
1/1/2018;2018;Moreno;Total de hechos de hurtos;2061;;;;;;;;;
1/1/2018;2018;Moreno;Total de hechos de robos;4688;;;;;;;;;
1/1/2019;2019;Moreno;Total de hechos de hurtos;3045;;;;;;;;;
1/1/2019;2019;Moreno;Total de hechos de robos;5680;;;;;;;;;
1/1/2020;2020;Moreno;Total de hechos de hurtos;1919;;;;;;;;;
1/1/2020;2020;Moreno;Total de hechos de robos;4586;;;;;;;;;
1/1/2021;2021;Moreno;Total de hechos de hurtos;2120;;;;;;;;;
1/1/2021;2021;Moreno;Total de hechos de robos;4523;;;;;;;;;
1/1/2014;2014;Navarro;Total de hechos de hurtos;23;;;;;;;;;
1/1/2014;2014;Navarro;Total de hechos de robos;22;;;;;;;;;
1/1/2015;2015;Navarro;Total de hechos de hurtos;18;;;;;;;;;
1/1/2015;2015;Navarro;Total de hechos de robos;10;;;;;;;;;
1/1/2016;2016;Navarro;Total de hechos de hurtos;22;;;;;;;;;
1/1/2016;2016;Navarro;Total de hechos de robos;12;;;;;;;;;
1/1/2017;2017;Navarro;Total de hechos de hurtos;6;;;;;;;;;
1/1/2017;2017;Navarro;Total de hechos de robos;6;;;;;;;;;
1/1/2018;2018;Navarro;Total de hechos de hurtos;12;;;;;;;;;
1/1/2018;2018;Navarro;Total de hechos de robos;1;;;;;;;;;
1/1/2019;2019;Navarro;Total de hechos de hurtos;134;;;;;;;;;
1/1/2019;2019;Navarro;Total de hechos de robos;27;;;;;;;;;
1/1/2020;2020;Navarro;Total de hechos de hurtos;138;;;;;;;;;
